text,label
"Subject: Invoice Attached
From: no-reply@update-payments.example
To: user4304@example.com

Hello Pat,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=82356

Finance Dept",1
"Subject: Urgent - Verify your account
From: alerts@malicious-link.example
To: user4417@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=97518

Regards,
Security Team",1
"Subject: Important - Tax Document
From: no-reply@verify-account.example
To: user2821@example.com

Dear Alex,
Your tax document is ready at http://confirm-id.example/verify?id=75776. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: alerts@verify-account.example
To: user9797@example.com

Dear Jamie,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=74595

Regards,
Security Team",1
"Subject: Important - Tax Document
From: support@fake-bank.example
To: user1067@example.com

Dear Sam,
Your tax document is ready at http://payment-alerts.example/verify?id=99804. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: security@payment-alerts.example
To: user9880@example.com

Dear Chris,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=63855

Regards,
Security Team",1
"Subject: Update Payment Method
From: no-reply@secure-login.example
To: user3544@example.com

Dear Jamie,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=72900

Billing Team",1
"Subject: Confirm your identity
From: billing@secure-login.example
To: user3823@example.com

Hi Taylor,
Click the link to confirm your identity: http://secure-login.example/verify?id=37647

Thank you",1
"Subject: Important - Tax Document
From: alerts@fake-bank.example
To: user9683@example.com

Dear Pat,
Your tax document is ready at http://confirm-id.example/verify?id=24934. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: security@malicious-link.example
To: user241@example.com

Hi Jordan,
Click the link to confirm your identity: http://secure-login.example/verify?id=66464

Thank you",1
"Subject: You've received a secure message
From: support@update-payments.example
To: user3512@example.com

Dear Jamie,
You have a secure message waiting. View now: http://payment-alerts.example/verify?id=80851

Secure Mail",1
"Subject: You've received a secure message
From: support@update-payments.example
To: user1459@example.com

Hello Morgan,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=97209

Secure Mail",1
"Subject: Important - Tax Document
From: no-reply@fake-bank.example
To: user4252@example.com

Dear Jordan,
Your tax document is ready at http://secure-login.example/verify?id=58414. Please download and review.

Tax Office",1
"Subject: Important - Tax Document
From: alerts@confirm-id.example
To: user8405@example.com

Dear Pat,
Your tax document is ready at http://payment-alerts.example/verify?id=29215. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: no-reply@payment-alerts.example
To: user368@example.com

Dear Chris,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=47980

Regards,
Security Team",1
"Subject: Important - Tax Document
From: alerts@update-payments.example
To: user1157@example.com

Dear Chris,
Your tax document is ready at http://verify-account.example/verify?id=80137. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: support@malicious-link.example
To: user1971@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=40557

Support",1
"Subject: Confirm your identity
From: security@confirm-id.example
To: user6125@example.com

Dear Jamie,
Click the link to confirm your identity: http://secure-login.example/verify?id=18089

Thank you",1
"Subject: You've received a secure message
From: no-reply@verify-account.example
To: user8849@example.com

Hi Alex,
You have a secure message waiting. View now: http://verify-account.example/verify?id=72033

Secure Mail",1
"Subject: Important - Tax Document
From: no-reply@malicious-link.example
To: user2947@example.com

Dear Sam,
Your tax document is ready at http://update-payments.example/verify?id=49263. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: security@update-payments.example
To: user1377@example.com

Hi Taylor,
Click the link to confirm your identity: http://fake-bank.example/verify?id=87388

Thank you",1
"Subject: Invoice Attached
From: support@confirm-id.example
To: user6939@example.com

Hello Chris,
Please review the attached invoice and pay immediately: http://payment-alerts.example/verify?id=61393

Finance Dept",1
"Subject: Confirm your identity
From: security@fake-bank.example
To: user820@example.com

Dear Casey,
Click the link to confirm your identity: http://verify-account.example/verify?id=40059

Thank you",1
"Subject: Important - Tax Document
From: no-reply@verify-account.example
To: user1449@example.com

Dear Pat,
Your tax document is ready at http://verify-account.example/verify?id=65987. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: security@confirm-id.example
To: user4066@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=82510

Regards,
Security Team",1
"Subject: Confirm your identity
From: support@verify-account.example
To: user6184@example.com

Hi Riley,
Click the link to confirm your identity: http://confirm-id.example/verify?id=96328

Thank you",1
"Subject: Important - Tax Document
From: security@secure-login.example
To: user4799@example.com

Dear Alex,
Your tax document is ready at http://fake-bank.example/verify?id=93840. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: alerts@payment-alerts.example
To: user6288@example.com

Hello Chris,
Please review the attached invoice and pay immediately: http://verify-account.example/verify?id=90190

Finance Dept",1
"Subject: Update Payment Method
From: no-reply@verify-account.example
To: user7423@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://update-payments.example/verify?id=68188

Billing Team",1
"Subject: Urgent - Verify your account
From: support@confirm-id.example
To: user5539@example.com

Dear Jordan,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=56605

Regards,
Security Team",1
"Subject: Confirm your identity
From: support@malicious-link.example
To: user6663@example.com

Dear Casey,
Click the link to confirm your identity: http://secure-login.example/verify?id=10044

Thank you",1
"Subject: Confirm your identity
From: alerts@malicious-link.example
To: user3638@example.com

Hi Casey,
Click the link to confirm your identity: http://confirm-id.example/verify?id=75773

Thank you",1
"Subject: Action Required: Password Reset
From: alerts@update-payments.example
To: user7142@example.com

Hi Taylor,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=29836

Support",1
"Subject: You've received a secure message
From: alerts@payment-alerts.example
To: user9863@example.com

Hi Pat,
You have a secure message waiting. View now: http://update-payments.example/verify?id=91689

Secure Mail",1
"Subject: You've received a secure message
From: no-reply@update-payments.example
To: user4914@example.com

Hello Jordan,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=42543

Secure Mail",1
"Subject: Invoice Attached
From: alerts@fake-bank.example
To: user2675@example.com

Hello Sam,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=40493

Finance Dept",1
"Subject: Action Required: Password Reset
From: security@fake-bank.example
To: user6679@example.com

Hi Alex,
Your account will be locked unless you reset your password here: http://secure-login.example/verify?id=15739

Support",1
"Subject: Invoice Attached
From: billing@confirm-id.example
To: user8373@example.com

Hello Jordan,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=12874

Finance Dept",1
"Subject: Action Required: Password Reset
From: billing@verify-account.example
To: user4950@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://update-payments.example/verify?id=90777

Support",1
"Subject: Urgent - Verify your account
From: security@verify-account.example
To: user518@example.com

Dear Sam,
We detected suspicious activity on your account. Please verify immediately: http://verify-account.example/verify?id=13703

Regards,
Security Team",1
"Subject: You've received a secure message
From: alerts@payment-alerts.example
To: user6588@example.com

Dear Jordan,
You have a secure message waiting. View now: http://payment-alerts.example/verify?id=18563

Secure Mail",1
"Subject: You've received a secure message
From: alerts@secure-login.example
To: user4239@example.com

Dear Pat,
You have a secure message waiting. View now: http://malicious-link.example/verify?id=81646

Secure Mail",1
"Subject: Important - Tax Document
From: no-reply@confirm-id.example
To: user8865@example.com

Dear Alex,
Your tax document is ready at http://malicious-link.example/verify?id=82240. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: no-reply@verify-account.example
To: user1305@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=23708

Support",1
"Subject: You've received a secure message
From: support@malicious-link.example
To: user5349@example.com

Hi Pat,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=59352

Secure Mail",1
"Subject: Invoice Attached
From: alerts@payment-alerts.example
To: user8822@example.com

Hello Pat,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=61881

Finance Dept",1
"Subject: Important - Tax Document
From: alerts@confirm-id.example
To: user7215@example.com

Dear Casey,
Your tax document is ready at http://confirm-id.example/verify?id=50940. Please download and review.

Tax Office",1
"Subject: Important - Tax Document
From: no-reply@verify-account.example
To: user5576@example.com

Dear Pat,
Your tax document is ready at http://malicious-link.example/verify?id=96495. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: no-reply@update-payments.example
To: user2209@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=72620

Regards,
Security Team",1
"Subject: Invoice Attached
From: support@fake-bank.example
To: user6251@example.com

Hello Alex,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=72191

Finance Dept",1
"Subject: Urgent - Verify your account
From: security@fake-bank.example
To: user1014@example.com

Dear Sam,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=82776

Regards,
Security Team",1
"Subject: You've received a secure message
From: security@secure-login.example
To: user6902@example.com

Hi Riley,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=94884

Secure Mail",1
"Subject: Action Required: Password Reset
From: no-reply@confirm-id.example
To: user9491@example.com

Hi Casey,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=17315

Support",1
"Subject: Update Payment Method
From: security@update-payments.example
To: user806@example.com

Dear Alex,
We couldn't process your last payment. Update your billing details now: http://fake-bank.example/verify?id=85025

Billing Team",1
"Subject: Invoice Attached
From: support@verify-account.example
To: user8690@example.com

Hello Pat,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=48445

Finance Dept",1
"Subject: Update Payment Method
From: security@fake-bank.example
To: user4489@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=75208

Billing Team",1
"Subject: Update Payment Method
From: no-reply@verify-account.example
To: user7141@example.com

Dear Casey,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=50729

Billing Team",1
"Subject: Invoice Attached
From: security@malicious-link.example
To: user5967@example.com

Hello Jamie,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=13825

Finance Dept",1
"Subject: Confirm your identity
From: security@malicious-link.example
To: user5055@example.com

Hello Riley,
Click the link to confirm your identity: http://malicious-link.example/verify?id=76377

Thank you",1
"Subject: You've received a secure message
From: alerts@update-payments.example
To: user6966@example.com

Hi Taylor,
You have a secure message waiting. View now: http://verify-account.example/verify?id=63010

Secure Mail",1
"Subject: Update Payment Method
From: support@malicious-link.example
To: user3020@example.com

Dear Morgan,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=17103

Billing Team",1
"Subject: Urgent - Verify your account
From: security@fake-bank.example
To: user5473@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=17038

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: security@secure-login.example
To: user3060@example.com

Dear Jordan,
We detected suspicious activity on your account. Please verify immediately: http://verify-account.example/verify?id=33729

Regards,
Security Team",1
"Subject: You've received a secure message
From: security@payment-alerts.example
To: user7838@example.com

Hi Jamie,
You have a secure message waiting. View now: http://secure-login.example/verify?id=51419

Secure Mail",1
"Subject: Confirm your identity
From: no-reply@payment-alerts.example
To: user455@example.com

Hello Jordan,
Click the link to confirm your identity: http://verify-account.example/verify?id=23096

Thank you",1
"Subject: Urgent - Verify your account
From: billing@malicious-link.example
To: user8248@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=60888

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: no-reply@malicious-link.example
To: user8796@example.com

Dear Alex,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=77668

Regards,
Security Team",1
"Subject: Update Payment Method
From: security@fake-bank.example
To: user8103@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=20372

Billing Team",1
"Subject: Action Required: Password Reset
From: alerts@confirm-id.example
To: user5872@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=27682

Support",1
"Subject: Important - Tax Document
From: security@malicious-link.example
To: user4311@example.com

Dear Taylor,
Your tax document is ready at http://update-payments.example/verify?id=29303. Please download and review.

Tax Office",1
"Subject: Important - Tax Document
From: no-reply@secure-login.example
To: user877@example.com

Dear Sam,
Your tax document is ready at http://secure-login.example/verify?id=72747. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: support@payment-alerts.example
To: user5665@example.com

Hello Pat,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=79768

Finance Dept",1
"Subject: Urgent - Verify your account
From: security@confirm-id.example
To: user5741@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=32915

Regards,
Security Team",1
"Subject: Invoice Attached
From: support@update-payments.example
To: user9134@example.com

Hello Sam,
Please review the attached invoice and pay immediately: http://verify-account.example/verify?id=57451

Finance Dept",1
"Subject: You've received a secure message
From: billing@update-payments.example
To: user516@example.com

Hi Morgan,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=58159

Secure Mail",1
"Subject: Invoice Attached
From: security@verify-account.example
To: user2387@example.com

Hello Sam,
Please review the attached invoice and pay immediately: http://secure-login.example/verify?id=35368

Finance Dept",1
"Subject: Action Required: Password Reset
From: security@verify-account.example
To: user8803@example.com

Hi Pat,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=99413

Support",1
"Subject: Confirm your identity
From: no-reply@payment-alerts.example
To: user7183@example.com

Hello Morgan,
Click the link to confirm your identity: http://fake-bank.example/verify?id=48465

Thank you",1
"Subject: Important - Tax Document
From: support@payment-alerts.example
To: user2781@example.com

Dear Alex,
Your tax document is ready at http://confirm-id.example/verify?id=59742. Please download and review.

Tax Office",1
"Subject: Important - Tax Document
From: support@malicious-link.example
To: user1193@example.com

Dear Jamie,
Your tax document is ready at http://update-payments.example/verify?id=95859. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: no-reply@malicious-link.example
To: user1103@example.com

Hello Pat,
Click the link to confirm your identity: http://malicious-link.example/verify?id=15466

Thank you",1
"Subject: Invoice Attached
From: billing@fake-bank.example
To: user3185@example.com

Hello Alex,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=40086

Finance Dept",1
"Subject: Invoice Attached
From: alerts@confirm-id.example
To: user2373@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://verify-account.example/verify?id=40083

Finance Dept",1
"Subject: Invoice Attached
From: no-reply@update-payments.example
To: user1702@example.com

Hello Chris,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=61948

Finance Dept",1
"Subject: Update Payment Method
From: security@confirm-id.example
To: user4696@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=32577

Billing Team",1
"Subject: Invoice Attached
From: billing@verify-account.example
To: user5890@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=79695

Finance Dept",1
"Subject: Action Required: Password Reset
From: alerts@verify-account.example
To: user1081@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://secure-login.example/verify?id=69026

Support",1
"Subject: Important - Tax Document
From: alerts@update-payments.example
To: user256@example.com

Dear Riley,
Your tax document is ready at http://confirm-id.example/verify?id=26165. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: alerts@payment-alerts.example
To: user8231@example.com

Hi Chris,
Your account will be locked unless you reset your password here: http://malicious-link.example/verify?id=80630

Support",1
"Subject: Important - Tax Document
From: security@malicious-link.example
To: user9305@example.com

Dear Pat,
Your tax document is ready at http://confirm-id.example/verify?id=77435. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: support@malicious-link.example
To: user9812@example.com

Hi Alex,
You have a secure message waiting. View now: http://payment-alerts.example/verify?id=85861

Secure Mail",1
"Subject: Important - Tax Document
From: support@malicious-link.example
To: user7854@example.com

Dear Jordan,
Your tax document is ready at http://fake-bank.example/verify?id=28026. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: security@secure-login.example
To: user597@example.com

Hello Jordan,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=59982

Finance Dept",1
"Subject: Important - Tax Document
From: billing@secure-login.example
To: user4388@example.com

Dear Taylor,
Your tax document is ready at http://fake-bank.example/verify?id=39672. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: security@secure-login.example
To: user8544@example.com

Dear Sam,
Click the link to confirm your identity: http://malicious-link.example/verify?id=23527

Thank you",1
"Subject: Action Required: Password Reset
From: no-reply@fake-bank.example
To: user9007@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://malicious-link.example/verify?id=30593

Support",1
"Subject: Confirm your identity
From: support@secure-login.example
To: user8472@example.com

Dear Chris,
Click the link to confirm your identity: http://confirm-id.example/verify?id=83013

Thank you",1
"Subject: Action Required: Password Reset
From: support@secure-login.example
To: user1985@example.com

Hi Alex,
Your account will be locked unless you reset your password here: http://secure-login.example/verify?id=40149

Support",1
"Subject: Action Required: Password Reset
From: no-reply@update-payments.example
To: user1033@example.com

Hi Chris,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=59729

Support",1
"Subject: Urgent - Verify your account
From: no-reply@update-payments.example
To: user8322@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=98701

Regards,
Security Team",1
"Subject: Update Payment Method
From: security@update-payments.example
To: user184@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://secure-login.example/verify?id=58846

Billing Team",1
"Subject: Update Payment Method
From: no-reply@verify-account.example
To: user1012@example.com

Dear Sam,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=95180

Billing Team",1
"Subject: Action Required: Password Reset
From: no-reply@confirm-id.example
To: user8362@example.com

Hi Alex,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=82133

Support",1
"Subject: Important - Tax Document
From: support@secure-login.example
To: user5159@example.com

Dear Casey,
Your tax document is ready at http://verify-account.example/verify?id=98641. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: no-reply@update-payments.example
To: user60@example.com

Hello Sam,
You have a secure message waiting. View now: http://payment-alerts.example/verify?id=62989

Secure Mail",1
"Subject: Action Required: Password Reset
From: no-reply@verify-account.example
To: user4571@example.com

Hi Riley,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=67348

Support",1
"Subject: You've received a secure message
From: no-reply@verify-account.example
To: user321@example.com

Hi Alex,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=61109

Secure Mail",1
"Subject: Update Payment Method
From: billing@update-payments.example
To: user1210@example.com

Dear Alex,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=49202

Billing Team",1
"Subject: You've received a secure message
From: no-reply@fake-bank.example
To: user1480@example.com

Hello Sam,
You have a secure message waiting. View now: http://malicious-link.example/verify?id=68591

Secure Mail",1
"Subject: Confirm your identity
From: billing@update-payments.example
To: user6535@example.com

Hi Pat,
Click the link to confirm your identity: http://malicious-link.example/verify?id=91082

Thank you",1
"Subject: Update Payment Method
From: no-reply@confirm-id.example
To: user247@example.com

Dear Riley,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=65009

Billing Team",1
"Subject: Confirm your identity
From: support@verify-account.example
To: user9077@example.com

Dear Taylor,
Click the link to confirm your identity: http://fake-bank.example/verify?id=84379

Thank you",1
"Subject: Confirm your identity
From: alerts@payment-alerts.example
To: user2611@example.com

Hi Morgan,
Click the link to confirm your identity: http://malicious-link.example/verify?id=12021

Thank you",1
"Subject: Confirm your identity
From: support@confirm-id.example
To: user7102@example.com

Dear Chris,
Click the link to confirm your identity: http://fake-bank.example/verify?id=84154

Thank you",1
"Subject: Urgent - Verify your account
From: security@confirm-id.example
To: user7952@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=58627

Regards,
Security Team",1
"Subject: You've received a secure message
From: alerts@payment-alerts.example
To: user2960@example.com

Hello Riley,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=69568

Secure Mail",1
"Subject: Update Payment Method
From: no-reply@fake-bank.example
To: user9744@example.com

Dear Sam,
We couldn't process your last payment. Update your billing details now: http://update-payments.example/verify?id=27393

Billing Team",1
"Subject: Update Payment Method
From: billing@payment-alerts.example
To: user8553@example.com

Dear Pat,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=11925

Billing Team",1
"Subject: Invoice Attached
From: no-reply@confirm-id.example
To: user96@example.com

Hello Pat,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=70422

Finance Dept",1
"Subject: Invoice Attached
From: billing@confirm-id.example
To: user5151@example.com

Hello Jordan,
Please review the attached invoice and pay immediately: http://payment-alerts.example/verify?id=48114

Finance Dept",1
"Subject: Important - Tax Document
From: no-reply@fake-bank.example
To: user2261@example.com

Dear Jamie,
Your tax document is ready at http://confirm-id.example/verify?id=34232. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: no-reply@update-payments.example
To: user8878@example.com

Hi Chris,
You have a secure message waiting. View now: http://update-payments.example/verify?id=89764

Secure Mail",1
"Subject: Important - Tax Document
From: alerts@payment-alerts.example
To: user2258@example.com

Dear Morgan,
Your tax document is ready at http://secure-login.example/verify?id=28469. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: security@verify-account.example
To: user8393@example.com

Hi Pat,
Click the link to confirm your identity: http://update-payments.example/verify?id=44646

Thank you",1
"Subject: Important - Tax Document
From: billing@verify-account.example
To: user2161@example.com

Dear Jordan,
Your tax document is ready at http://fake-bank.example/verify?id=48489. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: security@malicious-link.example
To: user744@example.com

Hello Riley,
Please review the attached invoice and pay immediately: http://secure-login.example/verify?id=10378

Finance Dept",1
"Subject: You've received a secure message
From: alerts@secure-login.example
To: user2070@example.com

Hello Riley,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=85303

Secure Mail",1
"Subject: Urgent - Verify your account
From: no-reply@update-payments.example
To: user6543@example.com

Dear Sam,
We detected suspicious activity on your account. Please verify immediately: http://payment-alerts.example/verify?id=46059

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: security@secure-login.example
To: user3462@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=75942

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: alerts@confirm-id.example
To: user5376@example.com

Hi Casey,
Your account will be locked unless you reset your password here: http://update-payments.example/verify?id=73632

Support",1
"Subject: Confirm your identity
From: alerts@secure-login.example
To: user2637@example.com

Hi Casey,
Click the link to confirm your identity: http://secure-login.example/verify?id=21808

Thank you",1
"Subject: Action Required: Password Reset
From: security@update-payments.example
To: user6382@example.com

Hi Chris,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=18639

Support",1
"Subject: Urgent - Verify your account
From: billing@confirm-id.example
To: user967@example.com

Dear Jordan,
We detected suspicious activity on your account. Please verify immediately: http://verify-account.example/verify?id=10134

Regards,
Security Team",1
"Subject: Confirm your identity
From: support@malicious-link.example
To: user7600@example.com

Hello Jordan,
Click the link to confirm your identity: http://verify-account.example/verify?id=34370

Thank you",1
"Subject: Update Payment Method
From: no-reply@fake-bank.example
To: user715@example.com

Dear Riley,
We couldn't process your last payment. Update your billing details now: http://update-payments.example/verify?id=84647

Billing Team",1
"Subject: Action Required: Password Reset
From: support@update-payments.example
To: user538@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=51144

Support",1
"Subject: Important - Tax Document
From: no-reply@update-payments.example
To: user7928@example.com

Dear Casey,
Your tax document is ready at http://update-payments.example/verify?id=76083. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: billing@confirm-id.example
To: user5362@example.com

Dear Casey,
Click the link to confirm your identity: http://secure-login.example/verify?id=84381

Thank you",1
"Subject: Confirm your identity
From: security@payment-alerts.example
To: user9718@example.com

Hello Chris,
Click the link to confirm your identity: http://malicious-link.example/verify?id=64018

Thank you",1
"Subject: Invoice Attached
From: support@confirm-id.example
To: user4213@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://payment-alerts.example/verify?id=21546

Finance Dept",1
"Subject: Confirm your identity
From: alerts@secure-login.example
To: user7769@example.com

Dear Sam,
Click the link to confirm your identity: http://update-payments.example/verify?id=37946

Thank you",1
"Subject: You've received a secure message
From: no-reply@update-payments.example
To: user4225@example.com

Hello Riley,
You have a secure message waiting. View now: http://verify-account.example/verify?id=83594

Secure Mail",1
"Subject: Important - Tax Document
From: alerts@payment-alerts.example
To: user3634@example.com

Dear Taylor,
Your tax document is ready at http://verify-account.example/verify?id=37962. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: billing@payment-alerts.example
To: user4195@example.com

Hi Chris,
You have a secure message waiting. View now: http://malicious-link.example/verify?id=29842

Secure Mail",1
"Subject: Update Payment Method
From: alerts@update-payments.example
To: user6646@example.com

Dear Casey,
We couldn't process your last payment. Update your billing details now: http://update-payments.example/verify?id=66264

Billing Team",1
"Subject: Update Payment Method
From: support@confirm-id.example
To: user8978@example.com

Dear Sam,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=81033

Billing Team",1
"Subject: Confirm your identity
From: support@confirm-id.example
To: user4975@example.com

Hello Taylor,
Click the link to confirm your identity: http://payment-alerts.example/verify?id=92656

Thank you",1
"Subject: You've received a secure message
From: billing@payment-alerts.example
To: user2260@example.com

Hi Chris,
You have a secure message waiting. View now: http://verify-account.example/verify?id=16956

Secure Mail",1
"Subject: Update Payment Method
From: security@verify-account.example
To: user822@example.com

Dear Morgan,
We couldn't process your last payment. Update your billing details now: http://confirm-id.example/verify?id=53982

Billing Team",1
"Subject: Invoice Attached
From: no-reply@verify-account.example
To: user6506@example.com

Hello Taylor,
Please review the attached invoice and pay immediately: http://secure-login.example/verify?id=11275

Finance Dept",1
"Subject: Confirm your identity
From: no-reply@confirm-id.example
To: user5461@example.com

Hello Riley,
Click the link to confirm your identity: http://payment-alerts.example/verify?id=92436

Thank you",1
"Subject: Important - Tax Document
From: billing@fake-bank.example
To: user452@example.com

Dear Pat,
Your tax document is ready at http://update-payments.example/verify?id=20922. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: security@malicious-link.example
To: user8316@example.com

Dear Morgan,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=12503

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: billing@malicious-link.example
To: user4833@example.com

Hi Jamie,
Your account will be locked unless you reset your password here: http://update-payments.example/verify?id=33219

Support",1
"Subject: Action Required: Password Reset
From: no-reply@payment-alerts.example
To: user6078@example.com

Hi Sam,
Your account will be locked unless you reset your password here: http://fake-bank.example/verify?id=20899

Support",1
"Subject: Important - Tax Document
From: support@update-payments.example
To: user1355@example.com

Dear Taylor,
Your tax document is ready at http://verify-account.example/verify?id=84172. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: no-reply@update-payments.example
To: user2588@example.com

Hello Morgan,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=51878

Finance Dept",1
"Subject: Urgent - Verify your account
From: billing@secure-login.example
To: user3000@example.com

Dear Riley,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=87096

Regards,
Security Team",1
"Subject: Invoice Attached
From: security@fake-bank.example
To: user5568@example.com

Hello Alex,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=74528

Finance Dept",1
"Subject: Urgent - Verify your account
From: security@fake-bank.example
To: user3134@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=16490

Regards,
Security Team",1
